Date,Title,Year,Game Wiki Link,Source Links
1-8 August 2024,LumbearJack,2024,https://ru.wikipedia.org/wiki/LumbearJack?action=edit&redlink=1,https://www.igromania.ru/news/141109/v-epic-games-store-besplatno-razdayut-golovolomku-lumbearjack/
8-15 August 2024,Cygni: All Guns Blazing,2024,https://ru.wikipedia.org/wiki/Cygni:_All_Guns_Blazing?action=edit&redlink=1,https://www.igromania.ru/news/141333/v-epic-games-store-razdayut-cygni-all-guns-blazing-i-dnf-duel/
15-22 August 2024,Death’s Gambit Afterlife,2024,https://ru.wikipedia.org/wiki/Death’s_Gambit?action=edit&redlink=1,https://www.igromania.ru/news/141551/v-egs-stali-besplatno-otdavat-deaths-gambit-afterlife-i-razdadut-the-callisto-protocol/
22-29 August 2024,The Callisto Protocol,2024,https://ru.wikipedia.org/wiki/The_Callisto_Protocol,https://www.igromania.ru/news/141810/v-epic-games-store-stali-besplatno-otdavat-horror-the-callisto-protocol-i-otdadut-fallout/
29 August - 5 September 2024,"Fallout Classic Collection
Fallout
Fallout 2
Fallout Tactics: Brotherhood of Steel",2024,https://ru.wikipedia.org/wiki/Fallout_(игра),https://www.igromania.ru/news/142068/v-epic-games-store-nachali-otdavat-nabor-fallout-i-simulyator-wild-card-football/
5-12 September 2024,Sniper Ghost Warrior Contracts,2024,https://ru.wikipedia.org/wiki/Sniper_Ghost_Warrior_Contracts,https://www.igromania.ru/news/142309/v-egs-stali-besplatno-otdavat-sniper-ghost-warrior-contracts-i-fooball-manager-2024/
12-19 September 2024,Rugrats: Adventures in Gameland,2024,https://ru.wikipedia.org/wiki/Rugrats:_Adventures_in_Gameland?action=edit&redlink=1,https://www.igromania.ru/news/142540/v-epic-games-store-stali-besplatno-otdavat-platformer-rugrats-adventures-in-gameland/
19-26 September 2024,Toem,2024,https://ru.wikipedia.org/wiki/Toem?action=edit&redlink=1,https://www.igromania.ru/news/142738/v-egs-nachali-besplatno-otdavat-toem-i-zombi-vyizhivalku-the-last-stand-aftermath/
26 September - 3 October 2024,The Spirit and the Mouse,2024,https://ru.wikipedia.org/wiki/The_Spirit_and_the_Mouse?action=edit&redlink=1,https://www.igromania.ru/news/142936/v-epic-games-store-nachali-besplatno-otdavat-uyutnyij-platformer-the-spirit-and-the-mouse/
3-10 October 2024,Bear and Breakfast,2024,https://ru.wikipedia.org/wiki/Bear_and_Breakfast?action=edit&redlink=1,https://www.igromania.ru/news/143111/v-egs-stali-besplatno-otdavat-milyij-simulyator-bear-and-breakfast-pro-razvitie-gostinitsyi/
10-17 October 2024,Empyrion — Galactic Survival,2024,https://ru.wikipedia.org/wiki/Empyrion_—_Galactic_Survival?action=edit&redlink=1,https://www.igromania.ru/news/143318/v-egs-stali-besplatno-otdavat-kosmicheskuyu-vyizhivalku-empyrion-galactic-survival/
17-24 October 2024,Invincible Presents: Atom Eve,2024,https://ru.wikipedia.org/wiki/Invincible_Presents:_Atom_Eve?action=edit&redlink=1,https://www.igromania.ru/news/143494/v-egs-stali-besplatno-otdavat-igru-pro-atomnuyu-evu-iz-nepobedimogo-i-kardboard-kings/
24-31 October 2024,Moving Out,2024,https://ru.wikipedia.org/wiki/Moving_Out_(игра)?action=edit&redlink=1,https://kanobu.ru/news/v-egs-startovala-razdacha-moving-out-492471/
31 October - 7 November 2024,Ghostwire: Tokyo,2024,https://ru.wikipedia.org/wiki/Ghostwire:_Tokyo,https://kanobu.ru/news/ghostwire-tokyo-stala-vremenno-besplatnoj-v-magazine-egs-492699/
7-14 November 2024,Deceive Inc.,2024,https://ru.wikipedia.org/wiki/Deceive_Inc.?action=edit&redlink=1,https://media.vkplay.ru/news/2024-11-07/v-egs-besplatno-razdayut-shpionskii-onlain-shuter-ot-pervogo-litsa-deceive-inc/
14-21 November 2024,Castlevania Anniversary Collection,2024,https://ru.wikipedia.org/wiki/Castlevania_Anniversary_Collection?action=edit&redlink=1,https://kanobu.ru/news/v-magazine-egs-startovala-razdacha-castlevania-anniversary-collection-i-snakebird-complete-493159/
21-28 November 2024,Beholder,2024,https://ru.wikipedia.org/wiki/Beholder_(игра),https://ixbt.games/news/2024/11/21/v-egs-besplatno-razdayut-rossiiskuyu-igru-sleduyushhuyu-razdacu-neozidanno-zapretili-v-rossii.html
28 November - 5 December 2024,Brotato,2024,https://ru.wikipedia.org/wiki/Brotato?action=edit&redlink=1,https://kanobu.ru/news/v-egs-nachalas-razdacha-ekshena-brotato-493744/
5-12 December 2024,Lego Star Wars: The Skywalker Saga,2024,https://ru.wikipedia.org/wiki/Lego_Star_Wars:_The_Skywalker_Saga,https://ixbt.games/news/2024/12/06/v-egs-razdayut-sankcionnyi-simulyator-no-rossiyanam-po-preznemu-ne-daryat-igru-po-star-wars-sleduyus.html
12-19 December 2024,The Lord of the Rings: Return to Moria,2024,https://ru.wikipedia.org/wiki/The_Lord_of_the_Rings:_Return_to_Moria,https://gamemag.ru/news/191736/egs-holiday-sale-2024
19 December 2024,Vampire Survivors,2024,https://ru.wikipedia.org/wiki/Vampire_Survivors,https://dtf.ru/games/3301554-v-egs-startovala-razdacha-vampire-survivors
20 December 2024,Astrea: Six-Sided Oracles,2024,https://ru.wikipedia.org/wiki/Astrea:_Six-Sided_Oracles?action=edit&redlink=1,https://kanobu.ru/news/v-egs-nachalas-razdacha-astrea-six-sided-oracles-494733/
21 December 2024,TerraTech,2024,https://ru.wikipedia.org/wiki/TerraTech?action=edit&redlink=1,https://www.igromania.ru/news/145831/stroitelnaya-pesochnitsa-terratech-stala-besplatnoj-v-egs/
22 December 2024,Wizard of Legend,2024,https://ru.wikipedia.org/wiki/Wizard_of_Legend?action=edit&redlink=1,https://kanobu.ru/news/v-egs-besplatno-razdayut-indi-rogalik-wizard-of-legend-s-generatsiej-podzemelij-i-monstrov-494794/
23 December 2024,Легендарный статус для Dark and Darker,2024,https://ru.wikipedia.org/wiki/Dark_and_Darker,https://kanobu.ru/news/v-epic-games-store-nachalas-razdacha-legendarnogo-statusa-dark-and-darker-494822/
24 December 2024,Dredge,2024,https://ru.wikipedia.org/wiki/Dredge,https://dtf.ru/games/3318580-v-epic-games-store-startovala-razdacha-dredge
25 December 2024,Control,2024,https://ru.wikipedia.org/wiki/Control_(игра),https://vgtimes.ru/news/117848-v-egs-nachalas-vosmaya-prazdnichnaya-razdacha.html
26 December 2024,Ghostrunner 2,2024,https://ru.wikipedia.org/wiki/Ghostrunner_2?action=edit&redlink=1,https://3dnews.ru/1115989/kiberpankoviy-slesher-ghostrunner-2-stal-novoy-besplatnoy-igroy-v-epic-games-store-razdacha-dostupna-v-rossii-i-prodlitsya-vsego-24-chasa
27 December 2024,Hot Wheels Unleashed,2024,https://ru.wikipedia.org/wiki/Hot_Wheels_Unleashed?action=edit&redlink=1,https://dtf.ru/games/3330115-v-epic-games-store-startovala-razdacha-gonochnoi-arkady-hot-wheels-unleashed
28 December 2024,Kill Knight,2024,https://ru.wikipedia.org/wiki/Kill_Knight?action=edit&redlink=1,https://dtf.ru/games/3333148-v-egs-startovala-razdacha-izometricheskogo-ekshena-kill-knight
29 December 2024,Orcs Must Die! 3,2024,https://ru.wikipedia.org/wiki/Orcs_Must_Die!_3,https://dtf.ru/games/3337721-orcs-must-die-3-stala-12-igroi-na-prazdnichnoi-razdache-v-egs
30 December 2024,,2024,https://ru.wikipedia.org/wiki/Redacted?action=edit&redlink=1,https://ixbt.games/news/2024/12/30/v-egs-razdayut-novuyu-igru-ot-sozdatelei-the-callisto-protocol-vypushhennuyu-2-mesyaca-nazad.html
31 December 2024,Sifu,2024,https://ru.wikipedia.org/wiki/Sifu,https://vgtimes.ru/news/118090-v-egs-nachalas-chetyrnadcataya-prazdnichnaya-razdacha.-daryat-sifu.html
1 January 2025,Kingdom Come: Deliverance,2025,https://ru.wikipedia.org/wiki/Kingdom_Come:_Deliverance,https://dtf.ru/games/3344914-v-egs-nachalas-razdacha-kingdom-come-deliverance
2-9 January 2025,Hell Let Loose,2025,https://ru.wikipedia.org/wiki/Hell_Let_Loose?action=edit&redlink=1,https://www.playground.ru/hell_let_loose/news/hell_let_loose_mozhet_stat_poslednej_besplatnoj_igroj_v_prazdnichnoj_razdache_epic_games_store-1744115
9-16 January 2025,Turmoil,2025,"https://ru.wikipedia.org/wiki/Turmoil_(игра,_2016)?action=edit&redlink=1",https://www.igromania.ru/news/146239/v-epic-games-store-stali-besplatno-otdavat-strategiyu-turmoil-pro-burenie-skvazhin/
16-23 January 2025,Escape Academy,2025,https://ru.wikipedia.org/wiki/Escape_Academy?action=edit&redlink=1,https://www.igromania.ru/news/146515/v-epic-games-store-stali-besplatno-otdavat-kooperativnuyu-golovolomku-escape-academy/
23-30 January 2025,Behind the Frame: Живые полотна,2025,https://ru.wikipedia.org/wiki/Behind_the_Frame:_Живые_полотна?action=edit&redlink=1,https://www.igromania.ru/news/146771/v-epic-games-store-stali-besplatno-otdavat-atmosfernuyu-istoriyu-behind-the-frame/
30 January - 6 February 2025,Undying,2025,https://ru.wikipedia.org/wiki/Undying_(игра)?action=edit&redlink=1,https://www.igromania.ru/news/147045/v-epic-games-store-stali-besplatno-otdavat-trogatelnuyu-zombi-istoriyu-undying/
6-13 February 2025,Beyond Blue,2025,https://ru.wikipedia.org/wiki/Beyond_Blue?action=edit&redlink=1,https://www.igromania.ru/news/147343/v-epic-games-store-stali-besplatno-otdavat-morskoe-priklyuchenie-beyond-blue/
13-20 February 2025,F1 Manager 2024,2025,https://ru.wikipedia.org/wiki/F1_Manager_2024?action=edit&redlink=1,https://www.igromania.ru/news/147623/v-egs-stali-besplatno-otdavat-f1-manager-2024-i-podaryat-world-war-z-aftermath/
20-27 February 2025,World War Z: Aftermath,2025,https://ru.wikipedia.org/wiki/World_War_Z:_Aftermath?action=edit&redlink=1,https://www.igromania.ru/news/147905/zombi-boevik-world-war-z-aftermath-avtorov-space-marine-2-stali-besplatno-otdavat-v-egs/
27 February - 6 March 2025,Mages of Mystralia,2025,https://ru.wikipedia.org/wiki/Mages_of_Mystralia?action=edit&redlink=1,https://www.igromania.ru/news/148178/v-egs-startovala-besplatnaya-razdacha-mages-of-mystralia/
6-13 March 2025,Them’s Fightin’ Herds,2025,https://ru.wikipedia.org/wiki/Them’s_Fightin’_Herds?action=edit&redlink=1,https://dtf.ru/games/3618563-v-epic-games-store-nachalas-razdacha-thems-fightin-herds-dvuhmernogo-faitinga-so-zvermi
13-20 March 2025,Mortal Shell,2025,https://ru.wikipedia.org/wiki/Mortal_Shell,https://www.igromania.ru/news/148704/v-epic-games-store-stali-besplatno-otdavat-ekshen-mortal-shell-v-duhe-dark-souls/
20-27 March 2025,Jurassic World Evolution 2,2025,https://ru.wikipedia.org/wiki/Jurassic_World_Evolution_2,https://ixbt.games/news/2025/03/20/v-egs-besplatno-razdayut-jurassic-world-evolution-2-anonsirovali-dve-tainye-razdaci.html
27 March - 3 April 2025,Cat Quest,2025,https://ru.wikipedia.org/wiki/Cat_Quest?action=edit&redlink=1,https://kanobu.ru/news/egs-nachal-razdachu-cat-quest-i-neko-ghost-jump-498652/
3-10 April 2025,Cat Quest II,2025,https://ru.wikipedia.org/wiki/Cat_Quest_II?action=edit&redlink=1,https://dtf.ru/games/3680135-razdacha-cat-quest-ii-v-egs
10-17 April 2025,River City Girls,2025,https://ru.wikipedia.org/wiki/River_City_Girls?action=edit&redlink=1,https://www.goha.ru/zabiraem-v-egs-boevik-river-city-girls-astariona-v-idle-champions-i-valyutu-v-shutere-arcadgeddon-doK29A
17-24 April 2025,Botanicula,2025,https://ru.wikipedia.org/wiki/Botanicula,https://www.igromania.ru/news/149953/v-epic-games-store-nachalas-besplatnaya-razdacha-rasslablyayuschej-golovolomki-botanicula/
24 April - 1 May 2025,Chuchel,2025,https://ru.wikipedia.org/wiki/Chuchel,https://www.igromania.ru/news/150174/zabavnoe-priklyuchenie-chuchel-nachali-besplatno-otdavat-v-epic-games-store/
1-8 May 2025,Super Space Club,2025,https://ru.wikipedia.org/wiki/Super_Space_Club?action=edit&redlink=1,https://ixbt.games/news/2025/05/01/v-egs-razdayut-lo-fi-suter-super-space-club-nazvany-besplatnye-igry-iz-sleduyushhei-razdaci.html
4 May 2025,Lego Star Wars: The Skywalker Saga,2025,https://ru.wikipedia.org/wiki/Lego_Star_Wars:_The_Skywalker_Saga,https://dtf.ru/games/3746266-lego-star-wars-skywalker-saga-besplatno-egs
8-15 May 2025,Deadtime Defenders,2025,https://ru.wikipedia.org/wiki/Deadtime_Defenders?action=edit&redlink=1,https://kanobu.ru/news/egs-besplatno-razdayot-deadtime-defenders-i-touch-type-tale-500402/
15-22 May 2025,Dead Island 2,2025,https://ru.wikipedia.org/wiki/Dead_Island_2,https://ixbt.games/news/2025/05/15/v-epic-games-store-razdayut-dead-island-2-no-iz-rf-igru-ne-zabrat.html
22-29 May 2025,Deliver At All Costs,2025,https://ru.wikipedia.org/wiki/Deliver_At_All_Costs?action=edit&redlink=1,https://kanobu.ru/news/v-egs-nachalas-razdacha-deliver-at-all-costs-i-sifu-500918/
29 May - 5 June 2025,Limbo,2025,https://ru.wikipedia.org/wiki/Limbo_(игра),https://cybersport.metaratings.ru/news/v-egs-nachalas-razdacha-tiny-tina-s-wonderlands-i-limbo-akciya-do-5-iyunya-485610/
5-12 June 2025,Deathloop,2025,https://ru.wikipedia.org/wiki/Deathloop,https://dtf.ru/games/3811480-razdacha-deathloop-v-epic-games-store
12-19 June 2025,Two Point Hospital,2025,https://ru.wikipedia.org/wiki/Two_Point_Hospital,https://ixbt.games/news/2025/06/12/v-egs-razdayut-simulyator-two-point-hospital.html
19-26 June 2025,The Operator,2025,https://ru.wikipedia.org/wiki/The_Operator?action=edit&redlink=1,https://dtf.ru/games/3843140-razdacha-the-operator-epic-games-store
26 June - 3 July 2025,Sable,2025,https://ru.wikipedia.org/wiki/Sable,https://kanobu.ru/news/egs-razdayot-priklyuchencheskuyu-igru-sable-502266/
3-10 July 2025,Backpack Hero,2025,https://ru.wikipedia.org/wiki/Backpack_Hero?action=edit&redlink=1,https://www.igromania.ru/news/152379/v-epic-games-store-stali-besplatno-otdavat-priklyuchenie-figment-i-rogalik-backpack-hero/
10-17 July 2025,Figment 2: Creed Valley,2025,https://ru.wikipedia.org/wiki/Figment_2:_Creed_Valley?action=edit&redlink=1,https://www.igromania.ru/news/152665/v-egs-stali-besplatno-otdavat-priklyuchenie-figment-2-i-arkadnyij-shuter-sky-racket/
17-24 July 2025,Civilization VI: Platinum Edition,2025,https://ru.wikipedia.org/wiki/Sid_Meier’s_Civilization_VI,https://www.ign.com/articles/civilization-6-platinum-edition-gives-players-free-game-and-dlc-on-the-epic-games-store
24-31 July 2025,Legion TD 2,2025,https://ru.wikipedia.org/wiki/Legion_TD_2?action=edit&redlink=1,https://dtf.ru/games/3921121-razdacha-legion-td-2-v-egs
31 July - 7 August 2025,Keylocker: Turn Based Cyberpunk Action,2025,https://ru.wikipedia.org/wiki/Keylocker:_Turn_Based_Cyberpunk_Action?action=edit&redlink=1,https://kanobu.ru/news/v-egs-nachalas-razdacha-jrpg-keylocker-i-priklyucheniya-pilgrims-503610/
7-14 August 2025,112 Operator,2025,https://ru.wikipedia.org/wiki/112_Operator?action=edit&redlink=1,https://kanobu.ru/news/egs-zapustil-razdachu-simulyatora-112-operator-i-ekshena-road-redemption-503901/
14-21 August 2025,Hidden Folks,2025,https://ru.wikipedia.org/wiki/Hidden_Folks,https://dtf.ru/games/3965218-razdacha-hidden-folks-v-egs
21-28 August 2025,Kamaeru: A Frog Refuge,2025,https://ru.wikipedia.org/wiki/Kamaeru:_A_Frog_Refuge?action=edit&redlink=1,https://www.igromania.ru/news/154358/v-epic-games-store-nachali-besplatno-otdavat-miluyu-kamaeru-i-razdadut-machinarium/
28 August - 4 September 2025,Machinarium,2025,https://ru.wikipedia.org/wiki/Machinarium,https://kanobu.ru/news/v-egs-nachalas-razdacha-besplatnyih-machinarium-i-make-way-504902/
4-11 September 2025,Monument Valley,2025,https://ru.wikipedia.org/wiki/Monument_Valley_(игра),https://dtf.ru/games/4006477-razdacha-monument-valley-epic-games-store
11-18 September 2025,The Battle of Polytopia,2025,https://ru.wikipedia.org/wiki/The_Battle_of_Polytopia,https://www.igromania.ru/news/154997/kiberpank-ekshen-ghostrunner-2-besplatno-otdadut-v-egs-poka-mozhno-zabrat-monument-valley/
18-25 September 2025,Project Winter,2025,https://ru.wikipedia.org/wiki/Project_Winter?action=edit&redlink=1,https://dtf.ru/games/4035457-razdacha-project-winter-i-samorost-2-v-epic-games-store
25 September - 2 October 2025,Eastern Exorcist,2025,https://ru.wikipedia.org/wiki/Eastern_Exorcist?action=edit&redlink=1,https://www.igromania.ru/news/156123/v-epic-games-store-nachalas-besplatnaya-razdacha-eastern-exorcist-rolevogo-fentezi-ekshena/
2-9 October 2025,Nightingale,2025,https://ru.wikipedia.org/wiki/Nightingale_(игра)?action=edit&redlink=1,https://dtf.ru/games/4063053-razdacha-nightingale-v-egs-viktorianskij-vyzhivach
9-16 October 2025,Gravity Circuit,2025,https://ru.wikipedia.org/wiki/Gravity_Circuit?action=edit&redlink=1,https://www.igromania.ru/news/156875/v-epic-games-store-stali-besplatno-otdavat-gravity-circuit-rashvalennyij-2d-platformer/
16-23 October 2025,Amnesia: The Bunker,2025,https://ru.wikipedia.org/wiki/Amnesia:_The_Bunker,https://www.igromania.ru/news/157318/v-egs-nachalas-besplatnaya-razdacha-horrora-amnesia-the-bunker-i-priklyucheniya-samorost-3/
23-30 October 2025,Fear the Spotlight,2025,https://ru.wikipedia.org/wiki/Fear_the_Spotlight?action=edit&redlink=1,https://www.igromania.ru/news/157706/v-epic-games-store-stali-besplatno-otdavat-horror-fear-the-spotlight-pro-shkolnyie-tajnyi/
30 October - 6 November 2025,Bendy and the Ink Machine,2025,https://ru.wikipedia.org/wiki/Bendy_and_the_Ink_Machine,https://ixbt.games/news/2025/11/01/bendy-and-the-ink-machine-besplatno-razdaiut-v-mobilnom-egs-na-android-i-ios.html
6-13 November 2025,Felix the Reaper,2025,https://ru.wikipedia.org/wiki/Felix_the_Reaper?action=edit&redlink=1,https://dtf.ru/games/4137384-razdacha-felix-the-reaper-v-egs
13-20 November 2025,Scourgebringer,2025,https://ru.wikipedia.org/wiki/Scourgebringer?action=edit&redlink=1,https://dtf.ru/games/4152161-razdacha-igr-v-egs-songs-of-silence-scourgebringer-i-zero-hour
20-27 November 2025,Zoeti,2025,https://ru.wikipedia.org/wiki/Zoeti?action=edit&redlink=1,https://www.igromania.ru/news/159250/v-egs-stali-besplatno-otdavat-rogalik-zoeti-i-strategiyu-godzilla-voxel-wars/
27 November - 4 December 2025,Universe for Sale,2025,https://ru.wikipedia.org/wiki/Universe_for_Sale?action=edit&redlink=1,https://dtf.ru/games/4421466-razdacha-universe-for-sale-v-egs
4-11 December 2025,The Darkside Detective,2025,https://ru.wikipedia.org/wiki/The_Darkside_Detective?action=edit&redlink=1,https://kanobu.ru/news/v-egs-startovala-razdacha-besplatnyih-the-darkside-detective-i-the-jackbox-party-pack-4-509583/
11-18 December 2025,Hogwarts Legacy,2025,https://ru.wikipedia.org/wiki/Hogwarts_Legacy,https://dtf.ru/sale/4528415-razdacha-hogwarts-legacy-v-egs
18 December 2025,Jotunnslayer: Hordes of Hel,2025,https://ru.wikipedia.org/wiki/Jotunnslayer:_Hordes_of_Hel,https://dtf.ru/games/4542089-razdacha-jotunnslayer-hordes-of-hel-v-egs
19 December 2025,Eternights,2025,https://ru.wikipedia.org/wiki/Eternights?action=edit&redlink=1,https://www.igromania.ru/news/160810/eshken-simulyator-svidanij-eternights-stali-besplatno-otdavat-v-epic-games-store/
20 December 2025,Blood West,2025,https://ru.wikipedia.org/wiki/Blood_West?action=edit&redlink=1,https://dtf.ru/games/4546685-razdacha-stealth-shutera-blood-west-v-egs
21 December 2025,Sorry We’re Closed,2025,https://ru.wikipedia.org/wiki/Sorry_We’re_Closed?action=edit&redlink=1,https://vgtimes.ru/news/142182-v-egs-nachalas-pyataya-prazdnichnaya-razdacha.-daryat-horror-sorry-were-closed.html
22 December 2025,Paradise Killer,2025,https://ru.wikipedia.org/wiki/Paradise_Killer,https://dtf.ru/games/4550838-razdacha-igry-paradise-killer-v-egs-dlya-rossii
23 December 2025,Bloodstained: Ritual of the Night,2025,https://ru.wikipedia.org/wiki/Bloodstained:_Ritual_of_the_Night,https://dtf.ru/games/4552967-razdacha-bloodstained-ritual-of-the-night-v-egs
24 December 2025,The Callisto Protocol,2025,https://ru.wikipedia.org/wiki/The_Callisto_Protocol,https://www.igromania.ru/news/161017/the-callisto-protocol-besplatno-razdayut-v-epic-games-store/
25 December 2025,Disco Elysium,2025,https://ru.wikipedia.org/wiki/Disco_Elysium,https://dtf.ru/games/4557427-razdacha-disco-elysium-v-egs
26 December 2025,We Were Here Together,2025,https://ru.wikipedia.org/wiki/We_Were_Here_Together,https://www.goha.ru/v-egs-razdayut-kooperativnoe-priklyuchenie-we-were-here-together-l5ZWkN
27 December 2025,Cassette Beasts,2025,https://ru.wikipedia.org/wiki/Cassette_Beasts?action=edit&redlink=1,https://dtf.ru/games/4564819-razdacha-cassette-beasts-v-epic-games-store
28 December 2025,Skald: Against the Black Priory,2025,https://ru.wikipedia.org/wiki/Skald:_Against_the_Black_Priory?action=edit&redlink=1,https://dtf.ru/games/4568773-razdacha-rpg-skald-against-the-black-priory-v-egs
29 December 2025,Viewfinder,2025,https://ru.wikipedia.org/wiki/Viewfinder_(игра)?action=edit&redlink=1,https://3dnews.ru/1134624/ne-prosto-igra-a-peregivanie-epic-games-store-ustroil-razdachu-perspektivnoy-golovolomki-o-preobragenii-realnosti-viewfinder
30 December 2025,"Trine Classic Collection
Trine
Trine 2
Trine 3: The Artifacts of Power
Trine 4: The Nightmare Prince",2025,https://ru.wikipedia.org/wiki/Trine,https://dtf.ru/games/4572572-razdacha-trine-classic-collection-v-epic-game-store
31 December 2025,Chivalry 2,2025,https://ru.wikipedia.org/wiki/Chivalry_2,https://dtf.ru/games/4578650-chivalry-2-besplatnaya-razdacha-v-epic-games-store
1-8 January 2026,Total War: Three Kingdoms,2026,https://ru.wikipedia.org/wiki/Total_War:_Three_Kingdoms,https://ixbt.games/news/2026/01/01/v-egs-nacalas-razdaca-kosmiceskogo-tarkova-i-globalnoi-strategii-total-war-three-kingdoms.html
8-15 January 2026,Bloons TD 6,2026,https://ru.wikipedia.org/wiki/Bloons_TD_6?action=edit&redlink=1,https://vgtimes.ru/news/143856-halyava-raskryty-sleduyuschie-besplatnye-igry-v-egs.-nachalas-razdacha-bloons-td-6.html
15-22 January 2026,Styx: Master of Shadows,2026,https://ru.wikipedia.org/wiki/Styx:_Master_of_Shadows,https://www.igromania.ru/news/161694/v-epic-games-store-stali-besplatno-otdavat-styx-master-of-shadows-i-shards-of-darkness/
22-29 January 2026,Rustler,2026,https://ru.wikipedia.org/wiki/Rustler?action=edit&redlink=1,https://dtf.ru/games/4738843-besplatnaya-razdacha-rustler-grand-theft-horse-v-epic-games-store
29 January - 5 February 2026,Definitely Not Fried Chicken,2026,https://ru.wikipedia.org/wiki/Definitely_Not_Fried_Chicken?action=edit&redlink=1,https://www.igromania.ru/news/162451/v-egs-stali-besplatno-otdavat-definitely-not-fried-chicken-simulyator-zapretnogo-biznesa/
5-12 February 2026,Botany Manor,2026,https://ru.wikipedia.org/wiki/Botany_Manor?action=edit&redlink=1,https://vgtimes.ru/news/146875-halyava-raskryty-sleduyuschie-besplatnye-igry-v-egs.-nachalas-razdacha-botany-manor-i-dlc-dlya-pixel-gun-3d.html
12-19 February 2026,The Darkside Detective,2026,https://ru.wikipedia.org/wiki/The_Darkside_Detective?action=edit&redlink=1,https://dtf.ru/games/4779222-razdacha-nobody-wants-to-die-v-egs-nedostupna-dlya-rossii
19-26 February 2026,Return To Ash,2026,https://ru.wikipedia.org/wiki/Return_To_Ash?action=edit&redlink=1,https://www.igromania.ru/news/163679/v-epic-games-store-stali-besplatno-otdavat-novellu-return-to-ash-i-podarki-v-stalcraft-x/
26 February - 5 March 2026,My Night Job,2026,https://ru.wikipedia.org/wiki/My_Night_Job?action=edit&redlink=1,https://dtf.ru/games/4810295-razdacha-igr-epic-games-store-boxes-lost-fragments-my-night-job
5-12 March 2026,Набор Dragonlance для Idle Champions of the Forgotten Realms,2026,https://ru.wikipedia.org/wiki/Idle_Champions_of_the_Forgotten_Realms?action=edit&redlink=1,https://www.igromania.ru/news/164456/v-epic-games-store-nachali-otdavat-milyij-shuter-turnip-boy-robs-a-bank-pro-repchika/
12-19 March 2026,Cozy Grove,2026,https://ru.wikipedia.org/wiki/Cozy_Grove?action=edit&redlink=1,https://www.igromania.ru/news/164801/v-epic-games-store-stali-besplatno-otdavat-istoricheskij-shuter-isonzo-i-uyutnuyu-cozy-grove/
19-26 March 2026,Electrician Simulator,2026,https://ru.wikipedia.org/wiki/Electrician_Simulator?action=edit&redlink=1,https://vgtimes.ru/gaming-news/151051-epic-games-store.html
26 March - 2 April 2026,Havendock,2026,https://ru.wikipedia.org/wiki/Havendock?action=edit&redlink=1,https://www.igromania.ru/news/165212/v-epic-games-store-stali-besplatno-otdavat-simulyator-havendock-i-ekshen-hyper-echelon/
2-9 April 2026,Clone Drone in the Danger Zone,2026,https://ru.wikipedia.org/wiki/Clone_Drone_in_the_Danger_Zone?action=edit&redlink=1,https://vgtimes.ru/gaming-news/152484-clone-drone-in-the-danger-zone.html
9-16 April 2026,Prop Sumo,2026,https://ru.wikipedia.org/wiki/Prop_Sumo?action=edit&redlink=1,https://www.polygon.com/epic-games-store-free-game-4-9-2026-prop-sumo/
16-23 April 2026,The Stone of Madness,2026,https://ru.wikipedia.org/wiki/The_Stone_of_Madness,https://www.igromania.ru/news/165707/v-epic-games-store-stali-besplatno-otdavat-stels-strategiyu-the-stone-of-madness/
